Model,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC
Exp#9 + MC-Dropout,0.752449133383572,0.7458069325382035,0.7599696164071401,0.7528216704288939,0.836874039420582,0.8446103823568163
