Model,Accuracy,Precision,Recall,F1,ROC-AUC,PR-AUC
Exp#7 + MC-Dropout,0.7581009796533534,0.762962962962963,0.7432586403342195,0.7529819161215853,0.8371398248684029,0.8446607023210125
