Sr. No.,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks,Year,Source_File
1.0,03/04/2015,Swiggy,Online Food Delivery,Bangalore,"Accel Partners, SAIF Partners",Private Equity,"2,000,000",Series A,2015,Apr_2015.csv
2.0,04/04/2015,Bluegape,Web Content Publishing,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,"200,000",,2015,Apr_2015.csv
3.0,04/04/2015,KeepTrax,Location Based App,Dallas / Hyderabad,,Seed Funding,"1,000,000",,2015,Apr_2015.csv
4.0,06/04/2015,InstaLively,Video Streaming,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,"120,000",,2015,Apr_2015.csv
5.0,07/04/2015,Pricejugaad,Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,"165,000",,2015,Apr_2015.csv
6.0,07/04/2015,Quikr,Online Classifieds,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,"150,000,000",Series G (Checkprev funding details here),2015,Apr_2015.csv
7.0,07/04/2015,PressPlay,Travel Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,"2,200,000",,2015,Apr_2015.csv
8.0,07/04/2015,LogiNext,Logistics Tech,Mumbai,"Ajit Surana, Sanjay Mehta",Seed Funding,,,2015,Apr_2015.csv
9.0,08/04/2015,FirstCry.com,eCommerce,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,"10,000,000","Series D( In Feb it was announced they raised 26M, but it is 36M, so added here)",2015,Apr_2015.csv
10.0,08/04/2015,MobiKwik,Digital / Mobile Wallet,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,"25,000,000",Series B,2015,Apr_2015.csv
11.0,08/04/2015,Olacabs,Cab Aggregator,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,"400,000,000",Series E (Updated from 315M to 400M after Press Release),2015,Apr_2015.csv
12.0,09/04/2015,Gadgetwood,Device Repair Svcs,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",Seed Funding,"200,000",,2015,Apr_2015.csv
13.0,09/04/2015,Bonhomia,Premium Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,"2,000,000",,2015,Apr_2015.csv
14.0,09/04/2015,Changer Mints,Digital / Mobile Wallet,Kolkata,Hyderabad based investor,Seed Funding,"165,000",,2015,Apr_2015.csv
15.0,09/04/2015,Urban Ladder,Online FurnishingeCommerce,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,"50,000,000",Series C,2015,Apr_2015.csv
16.0,09/04/2015,Purple Squirrel,Ed-Tech,Mumbai,"Matrix Partners India, India Quotient",Private Equity,,Series B,2015,Apr_2015.csv
17.0,10/04/2015,Whatfix,Interactive  How-To Guides,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,"900,000",,2015,Apr_2015.csv
18.0,10/04/2015,iMMi Life,Mobile Health Tech,Chennai,Unitus Seed Fund,Seed Funding,,,2015,Apr_2015.csv
19.0,11/04/2015,Zomato,Restaurant Reviews,Gurgaon,Info Edge (India),Private Equity,"25,000,000",Late Stage,2015,Apr_2015.csv
20.0,13/04/2015,ZopNow,Online Grocer,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,"10,000,000",Series B,2015,Apr_2015.csv
21.0,13/04/2015,Nayi Disha,Ed-Tech,New Delhi,"Ajay Relan,",Seed Funding,"300,000",,2015,Apr_2015.csv
22.0,13/04.2015,The Porter,Logistics Tech,Mumbai,Kae Capital,Seed Funding,"500,000",,2015,Apr_2015.csv
23.0,13/04/2015,Commeasure,Online Hotel Booking,Noida,Jungle Ventures,Seed Funding,"1,000,000",,2015,Apr_2015.csv
24.0,13/04/2015,Capricoast,Online Kitchen Furniture,Bangalore,Accel Partners India,Seed Funding,"1,250,000",,2015,Apr_2015.csv
25.0,14/04/2015,LocalOye,Hyper-local Online Services,Mumbai,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,"5,000,000",Series A,2015,Apr_2015.csv
26.0,15/04/2015,Grofers,Hyper-Local Online/Mobile Grocery,Gurgaon,"Tiger Global, Sequoia Capital",Private Equity,"35,000,000",Series B,2015,Apr_2015.csv
27.0,15/04/2015,PepperTap,Hyper-Local Online/Mobile Grocery,Gurgaon,"SAIF Partners, Sequoia Capital",Private Equity,"10,000,000",Series A,2015,Apr_2015.csv
28.0,15/04/2015,PolicyBazaar,Online Policy Aggregator,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital",Private Equity,"40,000,000",Series D,2015,Apr_2015.csv
29.0,16/04/2015,UrbanClap,Hyperlocal Mobile Services Marketplace,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal",Seed Funding,"1,600,000",,2015,Apr_2015.csv
30.0,16/04/2015,Taskbob,OnDemandMobile Handyman Services,Mumbai,"Orios Venture Partners, Mayfield India",Seed Funding,"1,200,000",,2015,Apr_2015.csv
31.0,17/04/2015,Robosoft,Mobile App Development,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,"12,000,000",Series B,2015,Apr_2015.csv
32.0,18/04/2015,Doormint,On-Demand Handyman Services,Mumbai,Powai Lake Ventures,Seed Funding,,,2015,Apr_2015.csv
33.0,20/04/2015,Vyomo,Beauty & Wellness Mobile App,Gurgaon,YouWeCan Ventures,Seed Funding,,,2015,Apr_2015.csv
34.0,20/04/2015,Pastiwala,Material Collection & Recycling,Vadodara,Agnus Capital,Private Equity,"4,000,000",Series A,2015,Apr_2015.csv
35.0,20/04/2015,1mg (Healthkartplus),Online Pharmacy & Drug DB,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital",Private Equity,"6,000,000",Series A,2015,Apr_2015.csv
36.0,20/04/2015,Freshdesk,Online / Mobile Customer Support,Chennai,"Tiger Global, Google Capital & Accel Partners",Private Equity,"50,000,000",Series E,2015,Apr_2015.csv
37.0,20/04/2015,Sulekha.com,Online Classifieds & Listings,Chennai,GIC ventures,Private Equity,"28,000,000",Series C,2015,Apr_2015.csv
38.0,22/04/2015,FindYahan,Hyperlocal services marketplace,New Delhi,The Phoenix Fund,Private Equity,,Series A,2015,Apr_2015.csv
39.0,22/04/2015,Eat.Shop.Love,Fashion ECommerce,Bangalore,Undisclosed Investor,Private Equity,"3,500,000",Series A,2015,Apr_2015.csv
40.0,22/04/2015,Avanti Learning,Private Coaching Centers,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund",Private Equity,"1,500,000",Series A,2015,Apr_2015.csv
41.0,23/04/2015,Simplilearn,Online Certification Courses,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures",Private Equity,"15,000,000",Series C,2015,Apr_2015.csv
42.0,23/04/2015,Craftstvilla,Ethnic Product eCommerce,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC",Private Equity,"18,000,000",Series B,2015,Apr_2015.csv
43.0,23/04/2015,HeadOut,Last Minute Travel Deals mobile marketplace,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures",Seed Funding,"1,800,000",,2015,Apr_2015.csv
44.0,23/04/2015,happay,business expense management,Bangalore,AngelPrime,Seed Funding,"500,000",,2015,Apr_2015.csv
45.0,23/04/2015,Jugnoo,Auto Rickshaw based Logistics,Chandigarh,"Rakesh Mathur, Vikas Taneja & others",Seed Funding,"1,000,000",,2015,Apr_2015.csv
46.0,23/04/2015,EazyDiner,Restaurant reservation app,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli",Seed Funding,,,2015,Apr_2015.csv
47.0,23/04/2015,Phone Warrior,Spam Call block App,New Delhi,Lightspeed Ventures,Seed Funding,,Pre-Series A,2015,Apr_2015.csv
48.0,24/04/2015,Coverfox,Online Insurance Aggregator,Mumbai,"Accel US, Accel India, SAIF Partners.",Private Equity,"12,000,000",Series B,2015,Apr_2015.csv
49.0,27/04/2015,Torqus,Restaurant Management Platform,Pune,S S Mukherji & Others,Seed Funding,"350,000",,2015,Apr_2015.csv
50.0,27/04/2015,Grab,Food Logistics & Delivery,Mumbai,"Oliphans Capital, Haresh Chawla",Seed Funding,"1,000,000",,2015,Apr_2015.csv
51.0,27/04/2015,LogicRoots,Interactive Educational Games,Jaipur,"Ah! Ventures, Calcutta Angels,  91SpringBoard",Seed Funding,"400,000",,2015,Apr_2015.csv
52.0,27/04/2015,GIBBS,Clean Tech,New Delhi,Infuse Ventures fund,Private Equity,,Series B,2015,Apr_2015.csv
53.0,28/04/2015,Babajobs,Grey collar Job Board,Bangalore,SEEK Ltd & affiliates,Private Equity,"10,000,000",Series B,2015,Apr_2015.csv
54.0,28/04/2015,Urban Ladder,Online Furniture ecommerce,Bangalore,"Anand Rajaraman, Venky Harinarayan",Private Equity,,Series D,2015,Apr_2015.csv
55.0,28/04/2015,Jay Robotix,Robotic Program learning,Hyderabad,Cross Border Angels & others,Seed Funding,"250,000",,2015,Apr_2015.csv
56.0,28/04/2015,Naaptol.com,Tele-Shopping / eCommerce,Mumbai,Mitsui & Co & existing investors,Private Equity,"21,500,000",Series C,2015,Apr_2015.csv
57.0,29/04/2015,ReGlobe,Used Gadgets Buy / Refurbishing,Gurgaon,"Bessemer Ventures, Blume Ventures",Seed Funding,"1,000,000",,2015,Apr_2015.csv
58.0,29/04/2015,Icertis,Cloud Enterprise Software,Pune / US,"Greycroft Partners, Fidelity Growth Partners",Private Equity,"6,000,000",Series A,2015,Apr_2015.csv
59.0,29/04/2015,Tracxn,Startup Analytics platform,Bangalore,SAIF Partners,Private Equity,"3,500,000",Series A,2015,Apr_2015.csv
60.0,29/04/2015,Dazo,Mobile Food Ordering app,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur",Seed Funding,,,2015,Apr_2015.csv
61.0,29/04/2015,Tradelab,Financial Markets Software,Bangalore,Rainmatter,Seed Funding,"400,000",,2015,Apr_2015.csv
62.0,29/04/2015,PiQube,Hiring Analytics platform,Chennai,The HR Fund,Seed Funding,"500,000",,2015,Apr_2015.csv
63.0,29/04/2015,Travel Triangle,Online Travel Marketplace,Noida,"Bessemer Venture Partners, SAIF Partners",Private Equity,"8,000,000",Series B,2015,Apr_2015.csv
1.0,01/08/2015,Snapdeal,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"500,000,000",Late Stage Round 7th (More details),2015,Aug_2015.csv
2.0,01/08/2015,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,"400,000",,2015,Aug_2015.csv
3.0,03/08/2015,Cuelearn,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,,,2015,Aug_2015.csv
4.0,03/08/2015,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,"5,000,000",Series A,2015,Aug_2015.csv
5.0,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,,,2015,Aug_2015.csv
6.0,03/08/2015,Jusride,Self Driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,,2015,Aug_2015.csv
7.0,03/08/2015,Oyorooms,Budget Hotel accommodation brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,"100,000,000",Series B,2015,Aug_2015.csv
8.0,03/08/2015,Glowship,Energy & Environment Online Marketplace,Bangalore,Infuse Ventures,Seed Funding,,,2015,Aug_2015.csv
9.0,03/08/2015,Wizrocket,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"9,600,000",Series B,2015,Aug_2015.csv
10.0,04/08/2015,Pickingo,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"1,300,000",Series A,2015,Aug_2015.csv
11.0,05/08/2015,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"650,000",,2015,Aug_2015.csv
12.0,05/08/2015,LetsTransport,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"1,300,000",,2015,Aug_2015.csv
13.0,05/08/2015,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"30,000,000",Series A,2015,Aug_2015.csv
14.0,05/08/2015,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"3,000,000",Series A,2015,Aug_2015.csv
15.0,05/08/2015,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"500,000",,2015,Aug_2015.csv
16.0,05/08/2015,Zocalo,Rental Accomodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,,2015,Aug_2015.csv
17.0,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"785,000",,2015,Aug_2015.csv
18.0,06/08/2015,Klozee,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,,,2015,Aug_2015.csv
19.0,06/08/2015,Appvigil,App security  testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"500,000",pre Series-A,2015,Aug_2015.csv
20.0,06/08/2015,practo,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"90,000,000",Series C,2015,Aug_2015.csv
21.0,06/08/2015,LoudShout,anonymous bulletin board app,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,,2015,Aug_2015.csv
22.0,06/08/2015,Wetravelsolo,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,,2015,Aug_2015.csv
23.0,06/08/2015,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"700,000",,2015,Aug_2015.csv
23.0,06/08/2015,Ezetap,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"25,000,000",Series C,2015,Aug_2015.csv
24.0,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,Series A,2015,Aug_2015.csv
25.0,07/08/2015,Carl’s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,"630,000",,2015,Aug_2015.csv
26.0,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"500,000",Pre-Series A,2015,Aug_2015.csv
27.0,07/08/2015,GIBSS,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,Series A,2015,Aug_2015.csv
28.0,07/08/2015,StoreMore.in,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,,,2015,Aug_2015.csv
29.0,07/08/2015,iOrderFresh,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,,,2015,Aug_2015.csv
30.0,10/08/2015,MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,"500,000",Pre Series-A,2015,Aug_2015.csv
31.0,10/08/2015,eSadar,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",,2015,Aug_2015.csv
32.0,10/08/2015,Actionable Analytics,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,,2015,Aug_2015.csv
33.0,10/08/2015,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"250,000",QPrize Contest Winners,2015,Aug_2015.csv
34.0,10/08/2015,NearBuy(previously  groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,"16,000,000",Series A,2015,Aug_2015.csv
35.0,10/08/2015,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"250,000",,2015,Aug_2015.csv
36.0,10/08/2015,ToneTag,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,"1,000,000",Series A,2015,Aug_2015.csv
37.0,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,"30,000,000",Series B,2015,Aug_2015.csv
38.0,11/08/2015,Livspace,Home Design & Décor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"8,000,000",Series A,2015,Aug_2015.csv
39.0,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,"1,600,000",,2015,Aug_2015.csv
40.0,11/08/2015,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,"100,000",,2015,Aug_2015.csv
41.0,11/08/2015,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,"20,000,000",Series A,2015,Aug_2015.csv
42.0,11/08/2015,Infogain,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,"63,000,000",,2015,Aug_2015.csv
43.0,12/08/2015,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"7,500,000",Series B,2015,Aug_2015.csv
44.0,12/08/2015,BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,"50,000,000",Series C,2015,Aug_2015.csv
45.0,12/08/2015,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,"770,000",,2015,Aug_2015.csv
46.0,12/08/2015,Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"2,500,000",Series A,2015,Aug_2015.csv
47.0,13/08/2015,betaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,"500,000",,2015,Aug_2015.csv
48.0,13/08/2015,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000",Series B,2015,Aug_2015.csv
49.0,13/08/2015,Massblurb,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,,,2015,Aug_2015.csv
50.0,13/08/2015,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,"4,000,000",Series A,2015,Aug_2015.csv
51.0,14/08/2015,VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,"100,000",,2015,Aug_2015.csv
52.0,14/08/2015,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000",,2015,Aug_2015.csv
53.0,14/08/2015,VanityCube,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,,,2015,Aug_2015.csv
54.0,17/08/2015,Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000",,2015,Aug_2015.csv
55.0,17/08/2015,YourStory,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,,,2015,Aug_2015.csv
56.0,17/08/2015,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000",,2015,Aug_2015.csv
57.0,17/08/2015,Orobind,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,,pre series A,2015,Aug_2015.csv
58.0,17/08/2015,Fixy,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,,,2015,Aug_2015.csv
59.0,17/08/2015,MSM Box,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,,,2015,Aug_2015.csv
60.0,17/08/2015,ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"310,000",,2015,Aug_2015.csv
61.0,17/08/2015,Gadgets 360,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,,Strategic Investment,2015,Aug_2015.csv
62.0,18/08/2015,Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,"15,000,000",Series B,2015,Aug_2015.csv
63.0,18/08/2015,IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"4,200,000",Series A,2015,Aug_2015.csv
64.0,18/08/2015,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000",,2015,Aug_2015.csv
65.0,18/08/2015,Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,,,2015,Aug_2015.csv
66.0,18/08/2015,IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,,Series A,2015,Aug_2015.csv
67.0,18/08/2015,Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,"1,000,000",Series A,2015,Aug_2015.csv
68.0,19/08/2015,Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,,,2015,Aug_2015.csv
69.0,19/08/2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,"2,400,000",,2015,Aug_2015.csv
70.0,19/08/2015,Envoged,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,,,2015,Aug_2015.csv
71.0,19/08/2015,MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,"20,000,000",,2015,Aug_2015.csv
72.0,20/08/2015,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,"156,000",,2015,Aug_2015.csv
73.0,20/08/2015,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,"600,000",,2015,Aug_2015.csv
74.0,20/08/2015,Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000",,2015,Aug_2015.csv
75.0,21/08/2015,ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000",,2015,Aug_2015.csv
76.0,24/08/2015,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,"300,000",,2015,Aug_2015.csv
77.0,24/08/2015,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000",,2015,Aug_2015.csv
78.0,24/08/2015,iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,,,2015,Aug_2015.csv
79.0,24/08/2015,rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,,,2015,Aug_2015.csv
80.0,25/08/2015,Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000",pre-series A,2015,Aug_2015.csv
81.0,25/08/2015,EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000",Series A,2015,Aug_2015.csv
82.0,25/08/2015,RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000",Series A,2015,Aug_2015.csv
83.0,25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,"250,000",,2015,Aug_2015.csv
84.0,26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,"100,000",,2015,Aug_2015.csv
85.0,26/08/2015,Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000",,2015,Aug_2015.csv
86.0,26/08/2015,EzySolare,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,,,2015,Aug_2015.csv
87.0,26/08/2015,FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,"500,000",,2015,Aug_2015.csv
88.0,27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,,,2015,Aug_2015.csv
89.0,27/08/2015,Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,,,2015,Aug_2015.csv
90.0,27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,,Strategic Investment,2015,Aug_2015.csv
91.0,28/08/2015,BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,,,2015,Aug_2015.csv
92.0,28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,"2,000,000",Pre-Series A,2015,Aug_2015.csv
93.0,28/08/2015,RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,"160,000",,2015,Aug_2015.csv
94.0,29/08/2015,iamwire,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,,,2015,Aug_2015.csv
95.0,31/08/2015,DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000",,2015,Aug_2015.csv
96.0,31/08/2015,Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000",Series A,2015,Aug_2015.csv
97.0,31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,,Bridge Round,2015,Aug_2015.csv
98.0,31/08/2015,,,,,,,,2015,Aug_2015.csv
99.0,31/08/2015,,,,,,,,2015,Aug_2015.csv
1.0,01/12/2015,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"1,000,000",,2015,Dec_2015.csv
2.0,01/12/2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,,,2015,Dec_2015.csv
3.0,01/12/2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,,Pre-Series A,2015,Dec_2015.csv
4.0,01/12/2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,"5,600,000",,2015,Dec_2015.csv
5.0,01/12/2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"500,000",Pre-Series A,2015,Dec_2015.csv
