startup_name,city,industry,sub_vertical,investors,investment_type,amount_usd,amount_flag_check_currency,funding_date,founding_date,founders,country,region_group,year_folder,source_file
LensKart,,,,"TPG Growth, TR Capital, IDG Ventures",Private Equity,2150000.0,False,2015-01-02,,,India,South Asia,2015,Jan_2015.csv
VioletStreet,,,,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi",Seed Funding,315000.0,False,2015-01-02,,,India,South Asia,2015,Jan_2015.csv
Lookup,,,,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)",Seed Funding,380000.0,False,2015-01-05,,,India,South Asia,2015,Jan_2015.csv
#Fame,,,,TO THE NEW Ventures,Private Equity,10000000.0,False,2015-01-05,,,India,South Asia,2015,Jan_2015.csv
Gympik,,,,"Tom Clausen, Rohan Ajila, Haldyn Glass",Seed Funding,135000.0,False,2015-01-05,,,India,South Asia,2015,Jan_2015.csv
Tookitaki,,,,"Jungle Ventures, Redbright Partners, Blume Ventures",Private Equity,1000000.0,False,2015-01-06,,,India,South Asia,2015,Jan_2015.csv
NumberMall,,,,SRI Capital,Private Equity,10000000.0,False,2015-01-06,,,India,South Asia,2015,Jan_2015.csv
Frankly,,,,Matrix Partners,Seed Funding,600000.0,False,2015-01-06,,,India,South Asia,2015,Jan_2015.csv
Near.in,,,,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh",Seed Funding,285000.0,False,2015-01-06,,,India,South Asia,2015,Jan_2015.csv
Purplle.com,,,,IvyCap Ventures,Private Equity,,False,2015-01-06,,,India,South Asia,2015,Jan_2015.csv
Faircent,,,,"Devesh Sachdev, Ashish Tiwari",Seed Funding,,False,2015-01-07,,,India,South Asia,2015,Jan_2015.csv
Nurturey,,,,Seedrs Crowd funding platform,Crowd funding,125000.0,False,2015-01-07,,,India,South Asia,2015,Jan_2015.csv
Bewakoof,,,,"Rohit Bansal, Kunal Bahl, Nikhil Vora",Seed Funding,,False,2015-01-07,,,India,South Asia,2015,Jan_2015.csv
Stridalyzer,,,,Kickstarter,Crowd Funding,30768.0,False,2015-01-07,,,India,South Asia,2015,Jan_2015.csv
Commonfloor,,,,Google Capital,Private Equity,5000000.0,False,2015-01-07,,,India,South Asia,2015,Jan_2015.csv
YepMe,,,,"JS Capital, Helion Venture Partners, Capricorn Investment Group",Private Equity,13000000.0,False,2015-01-09,,,India,South Asia,2015,Jan_2015.csv
TapCibo,,,,Alok Goel,Seed Funding,,False,2015-01-09,,,India,South Asia,2015,Jan_2015.csv
Sokrati,,,,"IvyCap Ventures, Inventus Capital",Private Equity,,False,2015-01-09,,,India,South Asia,2015,Jan_2015.csv
MyDreamStore,,,,Undisclosed Investors,Seed Funding,290000.0,False,2015-01-12,,,India,South Asia,2015,Jan_2015.csv
Verayu,,,,"GWB Group, Blume Ventures",Private Equity,,False,2015-01-12,,,India,South Asia,2015,Jan_2015.csv
AppVirality,,,,"Rajan Anandan, Mike Galgon, Ashim Mehra, Mohit Saxena, Ravi Gururaj, TNN Capital & IIG",Seed Funding,,False,2015-01-13,,,India,South Asia,2015,Jan_2015.csv
RateGain,,,,TA Associates,Private Equity,50000000.0,False,2015-01-14,,,India,South Asia,2015,Jan_2015.csv
Wishberry,,,,"Rajan Anandan, Shankar Mahadevan, Deep Kalra & Others",Seed Funding,650000.0,False,2015-01-15,,,India,South Asia,2015,Jan_2015.csv
eKincare,,,,Adroitent Pvt. Ltd.,Seed Funding,161000.0,False,2015-01-16,,,India,South Asia,2015,Jan_2015.csv
ShopClues,,,,Tiger Global & Other investors,Private Equity,100000000.0,False,2015-01-18,,,India,South Asia,2015,Jan_2015.csv
Cbs,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Yo Grad,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Play your sport,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Enabli,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
HealthyWorld.in,,,,Group of Angel Investors,Seed Funding,200000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Ping Digital,,,,Consortium of Angel Investors,Seed Funding,,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Refiral,,,,Cogent E Services,Seed Funding,330000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Hostel Dunia,,,,Hyderabad Angels (at Startup Heroes event),Seed Funding,16000.0,False,2015-01-19,,,India,South Asia,2015,Jan_2015.csv
Hopscotch,,,,Eduardo Saverin & Velos Capital,Private Equity,11000000.0,False,2015-01-20,,,India,South Asia,2015,Jan_2015.csv
Amagi Media Labs,,,,Premji Invest & Mayfield Fund,Private Equity,,False,2015-01-20,,,India,South Asia,2015,Jan_2015.csv
HealthyWorld.in,,,,Group of Angel Investors,Seed Funding,200000.0,False,2015-01-20,,,India,South Asia,2015,Jan_2015.csv
Simplilearn,,,,"Mayfield India, Kalaari Capital, Helion Ventures",Private Equity,14750000.0,False,2015-01-21,,,India,South Asia,2015,Jan_2015.csv
MyDreamStore,,,,Undisclosed Investors,Seed Funding,325000.0,False,2015-01-21,,,India,South Asia,2015,Jan_2015.csv
Freshmonk,,,,"August Capital Partners, Michael Blakey",Seed Funding,,False,2015-01-22,,,India,South Asia,2015,Jan_2015.csv
Englishleap.com,,,,ANALEC,Private Equity,,False,2015-01-22,,,India,South Asia,2015,Jan_2015.csv
Antuit,,,,"Goldman Sachs, Zodius Capital",Private Equity,56000000.0,False,2015-01-22,,,India,South Asia,2015,Jan_2015.csv
Caratlane.com,,,,Tiger Global,Private Equity,31000000.0,False,2015-01-22,,,India,South Asia,2015,Jan_2015.csv
Impartus,,,,Kaizen Private Equity,Private Equity,,False,2015-01-24,,,India,South Asia,2015,Jan_2015.csv
Aasaanjobs,,,,"Inventus Capital Partners, IDG Ventures",Seed Funding,1500000.0,False,2015-01-24,,,India,South Asia,2015,Jan_2015.csv
Thrill App,,,,People Group (Shaadi.com),Private Equity,1000000.0,False,2015-01-25,,,India,South Asia,2015,Jan_2015.csv
CarDekho.com,,,,"Hillhouse Capital, Tybourne Capital",Private Equity,50000000.0,False,2015-01-27,,,India,South Asia,2015,Jan_2015.csv
Grabhouse.com,,,,"Kalaari Capital, Sequoia Capital",Private Equity,2500000.0,False,2015-01-28,,,India,South Asia,2015,Jan_2015.csv
Graphene,,,,KARSEMVEN Fund,Private Equity,825000.0,False,2015-01-29,,,India,South Asia,2015,Jan_2015.csv
Printvenue,,,,Asia Pacific Internet Group,Private Equity,4500000.0,False,2015-01-29,,,India,South Asia,2015,Jan_2015.csv
Mad Street Den,,,,"Exfinity Fund, GrowX Ventures.",Private Equity,1500000.0,False,2015-01-30,,,India,South Asia,2015,Jan_2015.csv
Simplotel,,,,MakeMyTrip,Private Equity,,False,2015-01-30,,,India,South Asia,2015,Jan_2015.csv
Couponmachine.In,,,,UK based Group of Angel Investors,Seed Funding,140000.0,False,2015-01-31,,,India,South Asia,2015,Jan_2015.csv
Chloroplast Foods,,,,Group of Angel Investors,Seed Funding,16600.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
HolaChef,,,,India Quotient,Seed Funding,325000.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
FirstCry,,,,Valiant Capital Partners,Private Equity,26000000.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
NowFloats,,,,Omidyar Network,Private Equity,,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
Yumist,,,,Orios Venture Partner,Private Equity,1000000.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
InstaBounce,,,,Group of Angel Investors,Seed Funding,16600.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
Leaf,,,,Group of Angel Investors,Seed Funding,16600.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
CleverSharks,,,,Group of Angel Investors,Seed Funding,16600.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
Dealwithus,,,,Group of Angel Investors,Seed Funding,16600.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
SmartPocket,,,,"Sol Primero, Rajiv Mehta",Seed Funding,250000.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
Faaya,,,,Group of Angel Investors,Seed Funding,16600.0,False,2015-02-02,,,India,South Asia,2015,Feb_2015.csv
Frsh.co.in,,,,"India Quotient, Kae Capital",Seed Funding,518000.0,False,2015-02-03,,,India,South Asia,2015,Feb_2015.csv
Manthan,,,,"Temasek, Norwest Venture Partners",Private Equity,60000000.0,False,2015-02-03,,,India,South Asia,2015,Feb_2015.csv
Kobster.com,,,,Splice Advisors,Seed Funding,,False,2015-02-05,,,India,South Asia,2015,Feb_2015.csv
Culture Machine,,,,"Tiger Global, Times Internet, Zodius Capital",Private Equity,18000000.0,False,2015-02-05,,,India,South Asia,2015,Feb_2015.csv
Paytm,,,,Ant Financial Services (Alipay),Private Equity,,False,2015-02-05,,,India,South Asia,2015,Feb_2015.csv
Aisle.co,,,,"Anand Vijay, Shashank Mehrotra & Others",Seed Funding,100000.0,False,2015-02-05,,,India,South Asia,2015,Feb_2015.csv
FreeCharge,,,,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,80000000.0,False,2015-02-06,,,India,South Asia,2015,Feb_2015.csv
NewsHunt,,,,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,40000000.0,False,2015-02-06,,,India,South Asia,2015,Feb_2015.csv
CarDekho.com,,,,Ratan Tata,Private Equity,,False,2015-02-09,,,India,South Asia,2015,Feb_2015.csv
Faaso’s,,,,Lightbox Ventures,Private Equity,20000000.0,False,2015-02-09,,,India,South Asia,2015,Feb_2015.csv
MyNoticePeriod,,,,IDG Ventures,Private Equity,3000000.0,False,2015-02-09,,,India,South Asia,2015,Feb_2015.csv
CarTrade.com,,,,Chip Perry,Private Equity,,False,2015-02-10,,,India,South Asia,2015,Feb_2015.csv
StoreKing,,,,Mangrove Capital Partners,Private Equity,,False,2015-02-10,,,India,South Asia,2015,Feb_2015.csv
FindYahan,,,,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",Seed Funding,,False,2015-02-11,,,India,South Asia,2015,Feb_2015.csv
Nimble Wireless,,,,AngelPrime,Seed Funding,3000000.0,False,2015-02-11,,,India,South Asia,2015,Feb_2015.csv
Townscript,,,,Group of Angel Investors,Seed Funding,,False,2015-02-11,,,India,South Asia,2015,Feb_2015.csv
Capital Float,,,,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,13000000.0,False,2015-02-11,,,India,South Asia,2015,Feb_2015.csv
Stayzilla,,,,"Nexus Venture Partners, Matrix Partners",Private Equity,20000000.0,False,2015-02-12,,,India,South Asia,2015,Feb_2015.csv
Practo,,,,"Sequoia Capital, Matrix Partners",Private Equity,30000000.0,False,2015-02-12,,,India,South Asia,2015,Feb_2015.csv
CimplyFive,,,,"Suresh Senapaty, TV Mohandas Pai",Seed Funding,,False,2015-02-13,,,India,South Asia,2015,Feb_2015.csv
20Dresses,,,,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",Seed Funding,1000000.0,False,2015-02-13,,,India,South Asia,2015,Feb_2015.csv
Itzcash,,,,Ashok Goel (promoter),Private Equity,16500000.0,False,2015-02-13,,,India,South Asia,2015,Feb_2015.csv
iTraveller.com,,,,ah! Ventures,Private Equity,1000000.0,False,2015-02-16,,,India,South Asia,2015,Feb_2015.csv
NewsInShorts,,,,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,4150000.0,False,2015-02-16,,,India,South Asia,2015,Feb_2015.csv
NextGen,,,,Mumbai Angels & Group of other investors,Seed Funding,,False,2015-02-17,,,India,South Asia,2015,Feb_2015.csv
Wooplr.com,,,,Helion Venture Partners,Private Equity,5000000.0,False,2015-02-18,,,India,South Asia,2015,Feb_2015.csv
Klip.in,,,,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",Seed Funding,500000.0,False,2015-02-20,,,India,South Asia,2015,Feb_2015.csv
Renderlogy,,,,Brick Eagle,Private Equity,1600000.0,False,2015-02-20,,,India,South Asia,2015,Feb_2015.csv
Appbase,,,,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",Seed Funding,290000.0,False,2015-02-21,,,India,South Asia,2015,Feb_2015.csv
HomeLane,,,,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,4500000.0,False,2015-02-23,,,India,South Asia,2015,Feb_2015.csv
Trip38,,,,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,1000000.0,False,2015-02-23,,,India,South Asia,2015,Feb_2015.csv
Smartairtrip.com,,,,Undisclosed,Private Equity,10000000.0,False,2015-02-23,,,India,South Asia,2015,Feb_2015.csv
NoBroker,,,,"SAIF Partners, Fulcrum Ventures",Private Equity,3000000.0,False,2015-02-23,,,India,South Asia,2015,Feb_2015.csv
Caravan Craft Retail,,,,"Unitus Seed FundNarayan Ramachandran, Bijou Kurien",Seed Funding,500000.0,False,2015-02-24,,,India,South Asia,2015,Feb_2015.csv
Clonect Solutions,,,,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",Seed Funding,250000.0,False,2015-02-25,,,India,South Asia,2015,Feb_2015.csv
SquadRun,,,,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",Seed Funding,,False,2015-02-25,,,India,South Asia,2015,Feb_2015.csv
TaxSutra,,,,"V Balakrishnan, T V Mohandas Pai",Seed Funding,160000.0,False,2015-02-25,,,India,South Asia,2015,Feb_2015.csv
IndustryBuying,,,,SAIF Partners,Private Equity,2000000.0,False,2015-02-25,,,India,South Asia,2015,Feb_2015.csv
Sattviko,,,,"Sumit Jain, Rajat Jain, Sanjay Bhasin",Seed Funding,320000.0,False,2015-02-25,,,India,South Asia,2015,Feb_2015.csv
PepperTap,,,,Sequoia Capital,Seed Funding,,False,2015-02-25,,,India,South Asia,2015,Feb_2015.csv
TinyOwl,,,,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,16000000.0,False,2015-02-26,,,India,South Asia,2015,Feb_2015.csv
FreshWorld,,,,"Kris Gopalakrishnan, Nagaraja Prakasam",Seed Funding,,False,2015-02-26,,,India,South Asia,2015,Feb_2015.csv
Grofers,,,,"Tiger Global Management, Sequoia Capital India",Private Equity,10000000.0,False,2015-02-27,,,India,South Asia,2015,Feb_2015.csv
Momoe,,,,"IDG Ventures India, Jungle Ventures, India Quotient.",Seed Funding,1200000.0,False,2015-02-27,,,India,South Asia,2015,Feb_2015.csv
TrulyMadly.com,,,,"Helion Venture Partners, Kae Capital",Private Equity,5500000.0,False,2015-03-02,,,India,South Asia,2015,Mar_2015.csv
InstaLively,,,,Group of Angel Investors,Seed Funding,120000.0,False,2015-03-02,,,India,South Asia,2015,Mar_2015.csv
Vserv,,,,"Maverick Capital, IDG Ventures India",Private Equity,15000000.0,False,2015-03-03,,,India,South Asia,2015,Mar_2015.csv
Intruo.com,,,,"Ashutosh Lawania, Alok Goel & others",Seed Funding,,False,2015-03-03,,,India,South Asia,2015,Mar_2015.csv
Niffler,,,,SAIF Partners,Seed Funding,1000000.0,False,2015-03-05,,,India,South Asia,2015,Mar_2015.csv
CustomFurnish.com,,,,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI",Private Equity,2500000.0,False,2015-03-05,,,India,South Asia,2015,Mar_2015.csv
MapMyGenome,,,,Rajan Anandan & other angel investors,Private Equity,1200000.0,False,2015-03-06,,,India,South Asia,2015,Mar_2015.csv
Crowdfire(formerly Justunfollow),,,,Kalaari Capital,Private Equity,2500000.0,False,2015-03-09,,,India,South Asia,2015,Mar_2015.csv
Bite Club,,,,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal",Seed Funding,500000.0,False,2015-03-09,,,India,South Asia,2015,Mar_2015.csv
Localbanya,,,,Shrem Strategies,Private Equity,,False,2015-03-10,,,India,South Asia,2015,Mar_2015.csv
Groupon India,,,,Sequoia Capital,Private Equity,20000000.0,False,2015-03-11,,,India,South Asia,2015,Mar_2015.csv
ChargeBee,,,,"Tiger Global, Accel Partners",Private Equity,5000000.0,False,2015-03-11,,,India,South Asia,2015,Mar_2015.csv
Fitraq.com,,,,Tarun Arora,Seed Funding,150000.0,False,2015-03-11,,,India,South Asia,2015,Mar_2015.csv
Appedo,,,,Undisclosed Investors,Seed Funding,1000000.0,False,2015-03-11,,,India,South Asia,2015,Mar_2015.csv
Process 9,,,,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry",Seed Funding,,False,2015-03-12,,,India,South Asia,2015,Mar_2015.csv
MoonFrog Labs,,,,"Tiger Global, Sequoia Capital.",Private Equity,15000000.0,False,2015-03-12,,,India,South Asia,2015,Mar_2015.csv
Qyk,,,,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua",Seed Funding,,False,2015-03-13,,,India,South Asia,2015,Mar_2015.csv
Foodpanda,,,,Rocket Internet AG & others,Private Equity,110000000.0,False,2015-03-13,,,India,South Asia,2015,Mar_2015.csv
Paytm,,,,Ratan Tata,Private Equity,,False,2015-03-13,,,India,South Asia,2015,Mar_2015.csv
DiabetOmics,,,,"VentureEast,  Varaprasad Reddy",Private Equity,5000000.0,False,2015-03-13,,,India,South Asia,2015,Mar_2015.csv
Daily Rounds,,,,"Kae Capital, GSF, Teruhide Sato",Seed Funding,500000.0,False,2015-03-14,,,India,South Asia,2015,Mar_2015.csv
Orobind,,,,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover",Seed Funding,200000.0,False,2015-03-14,,,India,South Asia,2015,Mar_2015.csv
Routofy,,,,"Kunal Bahl, Rohit Bansal",Seed Funding,,False,2015-03-14,,,India,South Asia,2015,Mar_2015.csv
Digital Gorkha,,,,Ramesh kavediya,Seed Funding,166000.0,False,2015-03-16,,,India,South Asia,2015,Mar_2015.csv
NestAway,,,,"IDG Ventures, Naveen Tewari",Seed Funding,1300000.0,False,2015-03-16,,,India,South Asia,2015,Mar_2015.csv
The Better India,,,,I-cube-N,Seed Funding,166000.0,False,2015-03-16,,,India,South Asia,2015,Mar_2015.csv
Meru Cabs,,,,Value Fund Advisors,Private Equity,50000000.0,False,2015-03-16,,,India,South Asia,2015,Mar_2015.csv
GolfLAN,,,,YourNest Angel Fund,Seed Funding,,False,2015-03-17,,,India,South Asia,2015,Mar_2015.csv
Drivestream,,,,Wipro,Private Equity,5000000.0,False,2015-03-18,,,India,South Asia,2015,Mar_2015.csv
wWhere,,,,Group of Angel Investors,Seed Funding,200000.0,False,2015-03-18,,,India,South Asia,2015,Mar_2015.csv
GoJavas,,,,Snapdeal,Private Equity,,False,2015-03-18,,,India,South Asia,2015,Mar_2015.csv
Tripoto,,,,"IDG Ventures, Outbox Ventures",Private Equity,2000000.0,False,2015-03-19,,,India,South Asia,2015,Mar_2015.csv
Graphic India,,,,"CA Media LP,  Start Media.",Seed Funding,2800000.0,False,2015-03-19,,,India,South Asia,2015,Mar_2015.csv
Mahindra First Choice,,,,Valiant Capital,Private Equity,15000000.0,False,2015-03-20,,,India,South Asia,2015,Mar_2015.csv
CollateBox,,,,LetsVenture,Seed Funding,180000.0,False,2015-03-20,,,India,South Asia,2015,Mar_2015.csv
Lets Corp,,,,Wu Chay Chin,Seed Funding,3000000.0,False,2015-03-20,,,India,South Asia,2015,Mar_2015.csv
Harness Handitouch,,,,Armat Group,Private Equity,,False,2015-03-20,,,India,South Asia,2015,Mar_2015.csv
Round One,,,,"HT Media, Arun Duggal",Seed Funding,,False,2015-03-21,,,India,South Asia,2015,Mar_2015.csv
Mosambee,,,,RVCF and SIDBI,Private Equity,,False,2015-03-23,,,India,South Asia,2015,Mar_2015.csv
RazorPay,,,,Y Combinator,Seed Funding,120000.0,False,2015-03-23,,,India,South Asia,2015,Mar_2015.csv
Furlenco,,,,LightBox Ventures,Private Equity,6000000.0,False,2015-03-24,,,India,South Asia,2015,Mar_2015.csv
Cubito,,,,Sol Primero,Seed Funding,160000.0,False,2015-03-24,,,India,South Asia,2015,Mar_2015.csv
Artoo,,,,"Accion Venture Labs, Rianta Capital",Private Equity,500000.0,False,2015-03-25,,,India,South Asia,2015,Mar_2015.csv
Fxkart.com,,,,"Dr Mushtaq Shah, Dr Faraz Naqvi",Seed Funding,2000000.0,False,2015-03-25,,,India,South Asia,2015,Mar_2015.csv
Rozgar Mela,,,,"Impact Investment Holding, Upaya Social Ventures",Seed Funding,,False,2015-03-25,,,India,South Asia,2015,Mar_2015.csv
OYO Rooms,,,,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures",Private Equity,25000000.0,False,2015-03-25,,,India,South Asia,2015,Mar_2015.csv
Teabox,,,,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners",Private Equity,6000000.0,False,2015-03-25,,,India,South Asia,2015,Mar_2015.csv
ePoise,,,,Undisclosed,Seed Funding,,False,2015-03-26,,,India,South Asia,2015,Mar_2015.csv
Roposo.com,,,,"Tiger Global Management, Indian Quotient, Binny Bansal",Private Equity,5000000.0,False,2015-03-26,,,India,South Asia,2015,Mar_2015.csv
Teewe,,,,"Sequoia Capital, India Quotient",Seed Funding,1750000.0,False,2015-03-26,,,India,South Asia,2015,Mar_2015.csv
Urjas,,,,Solidarity Venture Capital & others,Seed Funding,100000.0,False,2015-03-27,,,India,South Asia,2015,Mar_2015.csv
Chargein,,,,Pittie Group,Seed Funding,100000.0,False,2015-03-27,,,India,South Asia,2015,Mar_2015.csv
Yogurt Labs,,,,"Nick Adams, Kiran Bhat, Family Pot Investments LLP",Seed Funding,115000.0,False,2015-03-28,,,India,South Asia,2015,Mar_2015.csv
LimeRoad.com,,,,"Tiger Global, Matrix Partners, Lightspeed Venture Partners",Private Equity,30000000.0,False,2015-03-28,,,India,South Asia,2015,Mar_2015.csv
Team Indus,,,,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary",Private Equity,1500000.0,False,2015-03-28,,,India,South Asia,2015,Mar_2015.csv
Arohan Financial Services,,,,Tano Capital,Private Equity,10000000.0,False,2015-03-30,,,India,South Asia,2015,Mar_2015.csv
BillDesk,,,,TA Associates,Private Equity,75000000.0,False,2015-03-30,,,India,South Asia,2015,Mar_2015.csv
Appsdaily,,,,"Zodius Capital, Ru-Net, Kalaari Capital,  Qualcomm Ventures",Private Equity,16000000.0,False,2015-03-31,,,India,South Asia,2015,Mar_2015.csv
Triphobo,,,,"Mayfield Ventures, Kalaari Capital",Private Equity,3000000.0,False,2015-03-31,,,India,South Asia,2015,Mar_2015.csv
Aryaka,,,,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures",Private Equity,16000000.0,False,2015-03-31,,,India,South Asia,2015,Mar_2015.csv
Swiggy,Bangalore,Online Food Delivery,,"Accel Partners, SAIF Partners",Private Equity,2000000.0,False,2015-04-03,,,India,South Asia,2015,Apr_2015.csv
KeepTrax,Dallas / Hyderabad,Location Based App,,,Seed Funding,1000000.0,False,2015-04-04,,,India,South Asia,2015,Apr_2015.csv
Bluegape,Gurgaon,Web Content Publishing,,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000.0,False,2015-04-04,,,India,South Asia,2015,Apr_2015.csv
InstaLively,New Delhi,Video Streaming,,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000.0,False,2015-04-06,,,India,South Asia,2015,Apr_2015.csv
LogiNext,Mumbai,Logistics Tech,,"Ajit Surana, Sanjay Mehta",Seed Funding,,False,2015-04-07,,,India,South Asia,2015,Apr_2015.csv
PressPlay,New Delhi,Travel Entertainment,,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani",Seed Funding,2200000.0,False,2015-04-07,,,India,South Asia,2015,Apr_2015.csv
Quikr,Mumbai,Online Classifieds,,"Tiger Global, Investment AB Kinnevik, Steadview Capital",Private Equity,150000000.0,False,2015-04-07,,,India,South Asia,2015,Apr_2015.csv
Pricejugaad,Hyderabad,Price Comparison,,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000.0,False,2015-04-07,,,India,South Asia,2015,Apr_2015.csv
Olacabs,Bangalore,Cab Aggregator,,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others",Private Equity,400000000.0,False,2015-04-08,,,India,South Asia,2015,Apr_2015.csv
MobiKwik,Gurgaon,Digital / Mobile Wallet,,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital",Private Equity,25000000.0,False,2015-04-08,,,India,South Asia,2015,Apr_2015.csv
FirstCry.com,Pune,eCommerce,,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,  SAIF Partners, Vertex Ventures",Private Equity,10000000.0,False,2015-04-08,,,India,South Asia,2015,Apr_2015.csv
Urban Ladder,Bangalore,Online FurnishingeCommerce,,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital",Private Equity,50000000.0,False,2015-04-09,,,India,South Asia,2015,Apr_2015.csv
Gadgetwood,New Delhi,Device Repair Svcs,,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,Nitin Singhal & Others",Seed Funding,200000.0,False,2015-04-09,,,India,South Asia,2015,Apr_2015.csv
Purple Squirrel,Mumbai,Ed-Tech,,"Matrix Partners India, India Quotient",Private Equity,,False,2015-04-09,,,India,South Asia,2015,Apr_2015.csv
Changer Mints,Kolkata,Digital / Mobile Wallet,,Hyderabad based investor,Seed Funding,165000.0,False,2015-04-09,,,India,South Asia,2015,Apr_2015.csv
Bonhomia,New Delhi,Premium Beverages,,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others",Seed Funding,2000000.0,False,2015-04-09,,,India,South Asia,2015,Apr_2015.csv
Whatfix,Bangalore,Interactive  How-To Guides,,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors",Seed Funding,900000.0,False,2015-04-10,,,India,South Asia,2015,Apr_2015.csv
iMMi Life,Chennai,Mobile Health Tech,,Unitus Seed Fund,Seed Funding,,False,2015-04-10,,,India,South Asia,2015,Apr_2015.csv
Zomato,Gurgaon,Restaurant Reviews,,Info Edge (India),Private Equity,25000000.0,False,2015-04-11,,,India,South Asia,2015,Apr_2015.csv
Commeasure,Noida,Online Hotel Booking,,Jungle Ventures,Seed Funding,1000000.0,False,2015-04-13,,,India,South Asia,2015,Apr_2015.csv
ZopNow,Bangalore,Online Grocer,,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet",Private Equity,10000000.0,False,2015-04-13,,,India,South Asia,2015,Apr_2015.csv
Nayi Disha,New Delhi,Ed-Tech,,"Ajay Relan,",Seed Funding,300000.0,False,2015-04-13,,,India,South Asia,2015,Apr_2015.csv
Capricoast,Bangalore,Online Kitchen Furniture,,Accel Partners India,Seed Funding,1250000.0,False,2015-04-13,,,India,South Asia,2015,Apr_2015.csv
The Porter,Mumbai,Logistics Tech,,Kae Capital,Seed Funding,500000.0,False,2015-04-13,,,India,South Asia,2015,Apr_2015.csv
LocalOye,Mumbai,Hyper-local Online Services,,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,5000000.0,False,2015-04-14,,,India,South Asia,2015,Apr_2015.csv
