startup_name,city,industry,sub_vertical,investors,investment_type,amount_usd,amount_flag_check_currency,funding_date,founding_date,founders,country,region_group,year_folder,source_file
OYO Rooms,Gurgaon,Consumer Internet,Branded budget hotels marketplace,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000.0,False,2017-09-07,,,India,South Asia,2017,Sep_2017.csv
Early Salary,Pune,Consumer Internet,Online Unsecured Lending platform,IFMR Capital,Debt Funding,780000.0,False,2017-09-07,,,India,South Asia,2017,Sep_2017.csv
MamaEarth,Gurgaon,eCommerce,online babycare products marketplace,Fireside Ventures,Seed Funding,,False,2017-09-07,,,India,South Asia,2017,Sep_2017.csv
Seniority,Pune,eCommerce,Ecommerce portal for senior citizens,RPG Enterprises,Private Equity,1000000.0,False,2017-09-07,,,India,South Asia,2017,Sep_2017.csv
Tails Life,Bangalore,Consumer Internet,Pet care portal & mobile app,V Balakrishnan.,Private Equity,,False,2017-09-07,,,India,South Asia,2017,Sep_2017.csv
Credit Vidya,Mumbai,Consumer Internet,Online Credit scoring platform,Matrix Partners,Private Equity,5000000.0,False,2017-09-07,,,India,South Asia,2017,Sep_2017.csv
Farmizen,Bangalore,Technology,Agre-Tech Mobile app,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed Funding,,False,2017-09-08,,,India,South Asia,2017,Sep_2017.csv
AYE Finance,New Delhi,Consumer Internet,Micro Lending Platform,"Triodos Investment Management,",Debt Funding,6900000.0,False,2017-09-08,,,India,South Asia,2017,Sep_2017.csv
Call Health,Hyderabad,Consumer Internet,Healthcare Services Aggregator,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000.0,False,2017-09-11,,,India,South Asia,2017,Sep_2017.csv
Ecom Express,New Delhi,Logistics,Logistics Solutions provider,Warburg Pincus,Private Equity,30000000.0,False,2017-09-11,,,India,South Asia,2017,Sep_2017.csv
3HCare,New Delhi,Consumer Internet,Healthcare services portal,Undisclosed Investor,Seed Funding,100000.0,False,2017-09-12,,,India,South Asia,2017,Sep_2017.csv
Tonbo Imaging,Bangalore,Technology,Imaging Technology for Armed Forces,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000.0,False,2017-09-12,,,India,South Asia,2017,Sep_2017.csv
Get My Parking,New Delhi,Consumer Internet,Smart Parking Enabler,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000.0,False,2017-09-12,,,India,South Asia,2017,Sep_2017.csv
Sattviko,New Delhi,eCommerce,Health Food etailer,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed Funding,,False,2017-09-12,,,India,South Asia,2017,Sep_2017.csv
WittyFeed,Indore,Technology,Content marketing platform,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed Funding,,False,2017-09-13,,,India,South Asia,2017,Sep_2017.csv
Glowroad,Bangalore,Consumer Internet,women focussed customer-to-customer reseller network,"Accel Partners,",Private Equity,2000000.0,False,2017-09-13,,,India,South Asia,2017,Sep_2017.csv
OYO Rooms,Gurgaon,Consumer Internet,budget hotel marketplace,China Lodging Group,Private Equity,10000000.0,False,2017-09-13,,,India,South Asia,2017,Sep_2017.csv
Unacademy,Mumbai,Consumer Internet,Online learning platform,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,11500000.0,False,2017-09-13,,,India,South Asia,2017,Sep_2017.csv
Heterogenous,Chennai,Technology,Telecom & IoT platform,"Chennai Angels, Keiretsu Forum & Others",Seed Funding,780000.0,False,2017-09-13,,,India,South Asia,2017,Sep_2017.csv
Gurukul,New Delhi,Consumer Internet,co-working space provider,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed Funding,,False,2017-09-14,,,India,South Asia,2017,Sep_2017.csv
Smaaash,Mumbai,Technology,Virtual Reality gaming and entertainment platform,ECL Finance,Private Equity,44000000.0,False,2017-09-14,,,India,South Asia,2017,Sep_2017.csv
WheelStreet,Bangalore,Consumer Portal,Bike Rental Platform,Y Combinator,Seed Funding,120000.0,False,2017-09-14,,,India,South Asia,2017,Sep_2017.csv
Xprep,New Delhi,Consumer Internet,Online Tutoring Platform,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,,False,2017-09-14,,,India,South Asia,2017,Sep_2017.csv
The Moms Co,Gurgaon,eCommerce,Pregnancy & Baby Care product etailer,"DSG Consumer Partners, Saama Capital",Private Equity,1000000.0,False,2017-09-18,,,India,South Asia,2017,Sep_2017.csv
High Radius,Hyderabad,Technology,Integrated receivables software solutions,Susquehanna Growth Equity LLC,Private Equity,50000000.0,False,2017-09-19,,,India,South Asia,2017,Sep_2017.csv
Noticeboard,Bangalore,Technology,"mobile-first communication platform for on-field staff,","Shamik Sharma, Aprameya Radhakrishna",Seed Funding,,False,2017-09-19,,,India,South Asia,2017,Sep_2017.csv
HWell24 Plus,Mumbai,Healthcare,Technology-Empowered Healthcare Solutions,Undisclosed Investors,Seed Funding,,False,2017-09-20,,,India,South Asia,2017,Sep_2017.csv
SaveBC,Gaya,Finance,financial services firm,Incofin Investment Management.,Private Equity,6000000.0,False,2017-09-21,,,India,South Asia,2017,Sep_2017.csv
Gaming Monk,New Delhi,Consumer Internet,E-sports platform,AdvantEdge,Private Equity,,False,2017-09-21,,,India,South Asia,2017,Sep_2017.csv
91SpringBoard,New Delhi,Consumer Internet,Co-working spaces,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,,False,2017-09-21,,,India,South Asia,2017,Sep_2017.csv
Homergize,Bangalore,eCommerce,Home Furnishing & Building material marketplace,LG Chandrasekhar,Private Equity,1000000.0,False,2017-09-21,,,India,South Asia,2017,Sep_2017.csv
Yatra.com,Gurgaon,eCommerce,Online Travel Agency,InnoVen Capital India,Debt Funding,15400000.0,False,2017-09-22,,,India,South Asia,2017,Sep_2017.csv
Ace Turtle,Bangalore,Technology,Omni-channel web commerce solutions provider,InnoVen Capital,Private Equity,,False,2017-09-22,,,India,South Asia,2017,Sep_2017.csv
Tinmen,Hyderabad,Consumer Internet,Food Delivery platform,Zomato Media Pvt. Ltd,Private Equity,,False,2017-09-25,,,India,South Asia,2017,Sep_2017.csv
Cropin,Bangalore,Technology,Crop Technology Solutions,Beenext,Private Equity,,False,2017-09-25,,,India,South Asia,2017,Sep_2017.csv
Rapido,Bangalore,Consumer Internet,Bike Aggregator Mobile App,Battery Road Digital Holdings LLC,Seed Funding,422000.0,False,2017-09-25,,,India,South Asia,2017,Sep_2017.csv
Sportobuddy,Mumbai,Consumer Internet,Sports & Sport related equipment portal,Mehul Shah,Seed Funding,150000.0,False,2017-09-25,,,India,South Asia,2017,Sep_2017.csv
Synup,Bangalore,Technology,SME Marketing Management Solution,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000.0,False,2017-09-25,,,India,South Asia,2017,Sep_2017.csv
Vogo,Bangalore,Consumer Internet,Scooter Rental Platform,AV Thomas Group,Seed Funding,,False,2017-09-25,,,India,South Asia,2017,Sep_2017.csv
Multibhashi,Bangalore,Consumer Internet,Language learning Mobile App,"Aniruddha Malpani, Startup Oasis",Seed Funding,,False,2017-09-26,,,India,South Asia,2017,Sep_2017.csv
Inclov,Gurgaon,Consumer Internet,Matchmaking app for the differently abled,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed Funding,,False,2017-09-26,,,India,South Asia,2017,Sep_2017.csv
Credifiable,Bangalore,Consumer Internet,Online consumer lending platform,Kae Capital,Private Equity,,False,2017-09-26,,,India,South Asia,2017,Sep_2017.csv
Fashalot,Gurgaon,Consumer Internet,O2O fashion discovery platform,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,,False,2017-09-27,,,India,South Asia,2017,Sep_2017.csv
MyUpchar,New Delhi,Consumer Internet,Local Language Health Information portal,LetsVenture,Seed Funding,300000.0,False,2017-09-27,,,India,South Asia,2017,Sep_2017.csv
Pitstop,Bangalore,Consumer Internet,Car repair and Servicing Platform,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000.0,False,2017-09-27,,,India,South Asia,2017,Sep_2017.csv
GoChoppers,Gurgaon,Consumer Internet,Luxury Helicopter Tourism Services portal,"Rivergate Capital,",Seed Funding,,False,2017-09-27,,,India,South Asia,2017,Sep_2017.csv
Transerve,Mumbai,Technology,Geospatial Technology-based SaaS solutions,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000.0,False,2017-09-27,,,India,South Asia,2017,Sep_2017.csv
Aadyah,Bangalore,Technology,Defense Tech & Aerospace startup,Keiretsu Forum,Private Equity,1000000.0,False,2017-09-28,,,India,South Asia,2017,Sep_2017.csv
ChqBook,Gurgaon,Consumer Internet,Home Loans Aggregation platform,"Startup Buddy, Apurva Chamaria,Sachin Arora, Bharat Gupta, Amit Manocha",Seed Funding,,False,2017-10-03,,,India,South Asia,2017,Oct_2017.csv
HomeCapital,Mumbai,Consumer Internet,Home Loan Down payment assistance program,Venture Catalysts,Seed Funding,,False,2017-10-03,,,India,South Asia,2017,Oct_2017.csv
Ola Cabs,Bangalore,Consumer Internet,App based cab hailing services,"Tencent, Softbank Group",Private Equity,110000000.0,False,2017-10-03,,,India,South Asia,2017,Oct_2017.csv
Elanic,Bangalore,Consumer Internet,P2P platform for Fashion sales,Digital Garage,Seed Funding,,False,2017-10-04,,,India,South Asia,2017,Oct_2017.csv
CollPoll,Bangalore,Consumer Internet,Education collaboration platform,Sprout Angels,Seed Funding,306000.0,False,2017-10-04,,,India,South Asia,2017,Oct_2017.csv
PhonePe,Bangalore,Consumer Internet,Digital Wallet,Flipkart,Private Equity,38700000.0,False,2017-10-04,,,India,South Asia,2017,Oct_2017.csv
Oorjan,Mumbai,Technology,rooftop solar platform,Globevestor,Seed Funding,450000.0,False,2017-10-05,,,India,South Asia,2017,Oct_2017.csv
Zefo,Bangalore,ECommerce,Ecommerce Portal for Used Goods,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000.0,False,2017-10-05,,,India,South Asia,2017,Oct_2017.csv
Little Black Book,New Delhi,Consumer Internet,Local Recommendations and Discoveries Platform,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000.0,False,2017-10-05,,,India,South Asia,2017,Oct_2017.csv
Yaantra,New Delhi,ECommerce,Mobile repair and Refurbishment platform,Carpediem Capital,Private Equity,3100000.0,False,2017-10-06,,,India,South Asia,2017,Oct_2017.csv
Farm Taaza,Bangalore,Technology,Fresh Produce SCM company,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,8000000.0,False,2017-10-06,,,India,South Asia,2017,Oct_2017.csv
Drivezy,Bangalore,Consumer Internet,Self Drive car and bike rental platform,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,10000000.0,False,2017-10-06,,,India,South Asia,2017,Oct_2017.csv
Slice Pay,Bangalore,Consumer Internet,Student Micro-financing platform,"Das Capital, Simile Ventures",Private Equity,2000000.0,False,2017-10-06,,,India,South Asia,2017,Oct_2017.csv
Agrowave,Gurgaon,Technology,Agriculture Supply Chain management solutions,Daffodil Software,Seed Funding,,False,2017-10-09,,,India,South Asia,2017,Oct_2017.csv
MyGubbi,Bangalore,eCommerce,Home Interior Designing Seller,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000.0,False,2017-10-09,,,India,South Asia,2017,Oct_2017.csv
ThirdWatch,Gurgaon,Technology,AI-powered anti-fraud solutions,"Rahul Agarwalla, Keshav Sanghi, Batlivala & Karani Securities",Seed Funding,,False,2017-10-09,,,India,South Asia,2017,Oct_2017.csv
IBSFintech,Bangalore,Technology,Treasury Risk Management Solution,Shailesh Haribhakti,Seed Funding,,False,2017-10-09,,,India,South Asia,2017,Oct_2017.csv
OneStepUp,New Delhi,Technology,Education Technology platform,Orient BlackSwan,Seed Funding,336000.0,False,2017-10-09,,,India,South Asia,2017,Oct_2017.csv
Letsservice,Bangalore,Consumer Internet,Auto Service Logistics & SAAS platform,Aequs Group,Private Equity,,False,2017-10-09,,,India,South Asia,2017,Oct_2017.csv
Easy Diner,Gurgaon,Consumer Internet,online restaurant reservation platform,Saama Capital and DSG Consumer Partners,Private Equity,4500000.0,False,2017-10-10,,,India,South Asia,2017,Oct_2017.csv
Parallel Dots,Gurgaon,Technology,AI-powered deep learning solutions,"Multipoint Capital,",Private Equity,1400000.0,False,2017-10-10,,,India,South Asia,2017,Oct_2017.csv
StanPlus,Hyderabad,Logistics,Medical Transportation Services,KStart Capital,Private Equity,1100000.0,False,2017-10-11,,,India,South Asia,2017,Oct_2017.csv
Meesho,Bangalore,ECommerce,Online Reseller Network,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000.0,False,2017-10-11,,,India,South Asia,2017,Oct_2017.csv
Uclid,Hyderabad,Technology,"Education Network for Institutions, teachers & Students",Undisclosed investors,Seed Funding,235000.0,False,2017-10-12,,,India,South Asia,2017,Oct_2017.csv
Chaayos,Gurgaon,eCommerce,Online Chai ordering platform,Tiger Global Management,Private Equity,2000000.0,False,2017-10-13,,,India,South Asia,2017,Oct_2017.csv
Gapoon,Bangalore,Consumer Internet,home maintenance services platform,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed Funding,250000.0,False,2017-10-13,,,India,South Asia,2017,Oct_2017.csv
Policy Bazaar,Gurgaon,Consumer Internet,Online insurance policy aggregator,"Wellington Management, DG Ventures India, True North",Private Equity,77000000.0,False,2017-10-13,,,India,South Asia,2017,Oct_2017.csv
Renew Buy,New Delhi,Consumer Internet,Online Insurance Aggregator,Amicus Capital,Private Equity,9200000.0,False,2017-10-16,,,India,South Asia,2017,Oct_2017.csv
KrazyBee,Bangalore,Consumer Internet,Micro-lending platform,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000.0,False,2017-10-16,,,India,South Asia,2017,Oct_2017.csv
Fingerlix,Bangalore,Consumer Internet,Food Ordering Portal,"Accel Partners, Zephyr Peacock",Private Equity,7000000.0,False,2017-10-17,,,India,South Asia,2017,Oct_2017.csv
Hasura,Chennai,Technology,App building platform,"Nexus, GREE Ventures",Private Equity,,False,2017-10-18,,,India,South Asia,2017,Oct_2017.csv
BlackBuck,Bangalore,Logistics,B2B Logistics provider,Innoven Capital,Private Equity,7700000.0,False,2017-10-18,,,India,South Asia,2017,Oct_2017.csv
LenDen Club,Mumbai,Consumer Internet,Online peer-to-peer lending platform,Undisclosed Investor,Seed Funding,500000.0,False,2017-10-18,,,India,South Asia,2017,Oct_2017.csv
Bank Bazaar,Chennai,Consumer Internet,Online Financial Marketplace,Experian,Private Equity,7000000.0,False,2017-10-18,,,India,South Asia,2017,Oct_2017.csv
Park Easy,Kolkata,Consumer Internet,Machine learning based parking discovery,Rockstart Accelerator,Seed Funding,118000.0,False,2017-10-23,,,India,South Asia,2017,Oct_2017.csv
RAW Pressery,Mumbai,Food & Beverage,Cold pressed Juice maker,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000.0,False,2017-10-23,,,India,South Asia,2017,Oct_2017.csv
Cashe,Mumbai,Consumer Internet,app-only lending platform,IFMR Capital,Debt Funding,3100000.0,False,2017-10-23,,,India,South Asia,2017,Oct_2017.csv
Toppr,Mumbai,Consumer Internet,Mobile based learning app,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000.0,False,2017-10-23,,,India,South Asia,2017,Oct_2017.csv
Skillenza,Bangalore,Consumer Internet,Online Learning Platform,"Blume Ventures, Indian Angel Network",Seed Funding,722000.0,False,2017-10-24,,,India,South Asia,2017,Oct_2017.csv
Chevon,Mumbai,Food & Beverage,Frozen Meat provider,Greenfield Advisory,Private Equity,,False,2017-10-24,,,India,South Asia,2017,Oct_2017.csv
Fyre,Mumbai,Food & Beverage,Herbal energy shot maker,Venture Catalysts,Seed Funding,500000.0,False,2017-10-24,,,India,South Asia,2017,Oct_2017.csv
TagBox,Bangalore,Technology,Cold Chain monitoring solution,"Indian Angel network, IAN Fund",Seed Funding,,False,2017-10-24,,,India,South Asia,2017,Oct_2017.csv
ZipLoan,New Delhi,Consumer Internet,SME lending platform,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000.0,False,2017-10-24,,,India,South Asia,2017,Oct_2017.csv
PropStory,Gurgaon,Consumer Internet,Real Estate content portal,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed Funding,,False,2017-10-25,,,India,South Asia,2017,Oct_2017.csv
SpotDraft,Gurgaon,Consumer Internet,Contract Automation,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed Funding,550000.0,False,2017-10-25,,,India,South Asia,2017,Oct_2017.csv
Big Basket,Bangalore,eCommerce,Online Grocery portal,Helion Ventures Partners,Private Equity,5000000.0,False,2017-10-26,,,India,South Asia,2017,Oct_2017.csv
OfBusiness,Gurgaon,Technology,B2B Finance & Fulfilment Network,Kotak Mahindra Bank,Debt Funding,3800000.0,False,2017-10-27,,,India,South Asia,2017,Oct_2017.csv
Olly Credit,New Delhi,Technology,Credit + payment mobile app,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed Funding,,False,2017-10-27,,,India,South Asia,2017,Oct_2017.csv
CashFree,New Delhi,Technology,Payments Platform for Marketplaces and Fintechs,Y Combinator,Seed Funding,120000.0,False,2017-10-28,,,India,South Asia,2017,Oct_2017.csv
Ola Cabs,Bangalore,Consumer Internet,App based cab hailing services,ANI Technologies Pvt. Ltd,Private Equity,7700000.0,False,2017-10-28,,,India,South Asia,2017,Oct_2017.csv
GoldFarm,Coimbatore,Food & Beverage,Agriculture Technology,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000.0,False,2017-10-30,,,India,South Asia,2017,Oct_2017.csv
NetMeds,Chennai,ECommerce,Online Pharmacy,TannCam Investment & Sistema Asia Fund,Private Equity,14000000.0,False,2017-10-31,,,India,South Asia,2017,Oct_2017.csv
Mse,Mumbai,Finance,Equity Stock Exchange,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000.0,False,2017-10-31,,,India,South Asia,2017,Oct_2017.csv
FreshBoxx,Bangalore,ECommerce,Online Grocery Store,Jayant Humbarwadi,Seed Funding,,False,2017-11-02,,,India,South Asia,2017,Nov_2017.csv
AadharAPI.com,Pune,Technology,Aadhaar-based API provider,CIO Angel Network,Seed Funding,,False,2017-11-02,,,India,South Asia,2017,Nov_2017.csv
Prest Loans,New Delhi,Finance,Business & SME Loans provider,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed Funding,570000.0,False,2017-11-02,,,India,South Asia,2017,Nov_2017.csv
Vagupu,Bangalore,Technology,Online Tutorial Marketplace,Undisclosed Investors,Seed Funding,1000000.0,False,2017-11-03,,,India,South Asia,2017,Nov_2017.csv
HalaPlay,Mumbai,Consumer Internet,Online Fantasy Games,"Kae Capital Management, Nazara Technologies",Seed Funding,,False,2017-11-03,,,India,South Asia,2017,Nov_2017.csv
Kalpnik Technologies,Bangalore,Technology,VR based Spiritual platform,Venture Catalysts,Seed Funding,500000.0,False,2017-11-03,,,India,South Asia,2017,Nov_2017.csv
Hevo Data,Bangalore,Technology,Real time data analytics & reporting,IDG Ventures India,Private Equity,1000000.0,False,2017-11-04,,,India,South Asia,2017,Nov_2017.csv
Smart Karma,Bangalore,Technology,Financial Technology Research Platform,IDG Ventures India,Private Equity,,False,2017-11-06,,,India,South Asia,2017,Nov_2017.csv
Leverage Edu,New Delhi,ECommerce,Online platform for Higher Education Services,"Alok Mittal, Deepak Jain, Ritesh Malik, Jim Schimdktke",Seed Funding,,False,2017-11-06,,,India,South Asia,2017,Nov_2017.csv
Crayon Data,New Delhi,Technology,Customer Engagement Platform,Infosys co-founder Kris Gopalakrishnan,Seed Funding,,False,2017-11-07,,,India,South Asia,2017,Nov_2017.csv
DocTalk,Mumbai,Technology,Doctor Patient Communication platform,"Matrix Partners India, Khosla Ventures",Private Equity,5000000.0,False,2017-11-07,,,India,South Asia,2017,Nov_2017.csv
CoveIoT,Bangalore,Technology,Wearable tech and Internet of Things platform,"Titan Co Ltd, Tata Group’s watch and jewellery retailing firm",Private Equity,5000000.0,False,2017-11-07,,,India,South Asia,2017,Nov_2017.csv
OpenApp,Bangalore,Technology,IoT based Tech Startup,"Axilor Ventures, Kumar Vembu",Private Equity,3600000.0,False,2017-11-08,,,India,South Asia,2017,Nov_2017.csv
FarmLink,Mumbai,eCommerce,Online platform for Agricultural products,"Pioneering Ventures, Syngenta AG",Private Equity,3000000.0,False,2017-11-08,,,India,South Asia,2017,Nov_2017.csv
Fisdom,Bangalore,Finance,Mutual Fund Investment App,Quona Capital Management,Private Equity,3000000.0,False,2017-11-08,,,India,South Asia,2017,Nov_2017.csv
TalentEdge,Bangalore,Technology,Distance Education Learning Platform,Lumis Partners,Private Equity,7600000.0,False,2017-11-08,,,India,South Asia,2017,Nov_2017.csv
NoPaperForms,Delhi,Technology,Enrolment Management Platform,Info Edge,Seed Funding,872000.0,False,2017-11-09,,,India,South Asia,2017,Nov_2017.csv
Tilite Technologies Pvt. Ltd,Bangalore,Technology,Saas based Corporate Travel Management Solution,Matrix Partners,Seed Funding,,False,2017-11-09,,,India,South Asia,2017,Nov_2017.csv
Mobiliz AR,Bangalore,Technology,Augmented Reality based Tech platform,"IDG Ventures, IDFC-Parampara Fund",Private Equity,,False,2017-11-09,,,India,South Asia,2017,Nov_2017.csv
Qubole,Bangalore,Technology,Big Data based analytics platform,"Singtel, Innov8, Harmony Partners",Private Equity,25000000.0,False,2017-11-10,,,India,South Asia,2017,Nov_2017.csv
Happily Unmarried,Nw Delhi,ECommerce,Online Gifting platform,Wipro Consumer Care,Private Equity,,False,2017-11-10,,,India,South Asia,2017,Nov_2017.csv
Universal Sportsbiz Pvt. Ltd,Mumbai,ECommerce,Celebrity fashion accessories and merchandise,Accel Partners,Private Equity,15000000.0,False,2017-11-13,,,India,South Asia,2017,Nov_2017.csv
Hungry Foal,Gurgaon,Ecommerce,Healthy & Nutrition based snacks online platform,GAIL India Ltd,Seed Funding,,False,2017-11-14,,,India,South Asia,2017,Nov_2017.csv
Active AI,Bangalore,Technology,AI based FinTech platform,Vertex Ventures,Private Equity,8250000.0,False,2017-11-14,,,India,South Asia,2017,Nov_2017.csv
Omnia Information,Delhi,Technology,WiFi Analytics Platform,Omidyar Network,Private Equity,3000000.0,False,2017-11-15,,,India,South Asia,2017,Nov_2017.csv
Josh Talks,Gurgaon,Inspiration,Storytelling platform,"Girish Mathrubootham, Apurva Chamaria, Rohit Chanana",Private Equity,,False,2017-11-15,,,India,South Asia,2017,Nov_2017.csv
Reniso,New Delhi,Technology,End-to-End property management for landlords living away,"Nishit Sharma, Alok Srivastava",Seed Funding,,False,2017-11-15,,,India,South Asia,2017,Nov_2017.csv
Sumeru,Bangalore,Technology,Banking Software License Platform,Undisclosed Investors,Seed Funding,900000.0,False,2017-11-15,,,India,South Asia,2017,Nov_2017.csv
ElderAid Wellness,Bangalore,Health Care,Social Healthcare Enterprise,Rugmini Menon,Angel Funding,,False,2017-11-15,,,India,South Asia,2017,Nov_2017.csv
Kanhaiya,Hyderabad,Inspiration,Storytelling platform,Undisclosed Investors,Seed Funding,200000.0,False,2017-11-17,,,India,South Asia,2017,Nov_2017.csv
Perspectico,Delhi,Technology,Placement preparation and career growth training platform,"SSCBS Innovation, Incubation Foundation (SIIF)",Seed Funding,,False,2017-11-17,,,India,South Asia,2017,Nov_2017.csv
ONN Bikes,Mumbai,Technology,Self riding bike rental program,Z Nation Lab,Seed Funding,692000.0,False,2017-11-20,,,India,South Asia,2017,Nov_2017.csv
Epiq Capital,Mumbai,Finance,Tech based investor firm,Global Institutional Investors,Private Equity,200000000.0,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
Credit Mate,Mumbai,Technology,Vehicle loan approval platform,Paytm,Private Equity,,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
RedBook,Mumbai,Technology,AI based pharmacy drugs insights platform,"Vida Ventures, Dr. Aniruddha Malpani",Seed Funding,250000.0,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
Heckyl,Mumbai,Technology,Big Data Analytics Platform,"Notion Capital, IDG Ventures",Private Equity,2700000.0,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
Rapido,Hyderabad,Technology,Bike and Taxi pooling online platform,"Skycatcher Fund, Aravind Sanka",Seed Funding,329230.0,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
Portea,Bangalore,Healthcare,Healthcare facilities at doorstep,"Sabre Partners, MEMG CDC",Private Equity,26000000.0,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
Nuvepro,Mumbai,Technology,Managed Cloud Environment Solutions,1Crowd,Seed Funding,400000.0,False,2017-11-21,,,India,South Asia,2017,Nov_2017.csv
MiStay,Bangalore,Technology,Online Hotel Reservation Platform,Axilor Ventures,Seed Funding,,False,2017-11-22,,,India,South Asia,2017,Nov_2017.csv
WittyFeed,Indore,Storytelling,Viral Content and storytelling platform,Sandeep Aggarwal,Seed Funding,,False,2017-11-23,,,India,South Asia,2017,Nov_2017.csv
IDG Ventures,Bangalore,Finance,Venture Capitalist,Uniliver Ventures,Private Equity,10000000.0,False,2017-11-24,,,India,South Asia,2017,Nov_2017.csv
TempGo,Goa,Technology,IoT and SaaS based transportation platform,Javelin StartupO Victory Fund,Seed Funding,250000.0,False,2017-11-24,,,India,South Asia,2017,Nov_2017.csv
Era,Mumbai,Technology,Identity management platform,Amit Patni,Seed Funding,39000.0,False,2017-11-27,,,India,South Asia,2017,Nov_2017.csv
Smaaash,Mumbai,Technology,Virtual Reality based gaming platform,Sixth Sense Ventures,Private Equity,3800000.0,False,2017-11-27,,,India,South Asia,2017,Nov_2017.csv
Edelweiss,Mumbai,Finance,Diversified Financial,Undisclosed investors,Private Equity,270000000.0,False,2017-11-27,,,India,South Asia,2017,Nov_2017.csv
Stanza Living,Delhi,Technology,Student accommodation platform,"Matrix PArtners, Accel",Private Equity,2000000.0,False,2017-11-28,,,India,South Asia,2017,Nov_2017.csv
MobieFit,Goa,Healthcare,Health and fitness based mobile App,"NB Ventures, MediAssist",Seed Funding,1350000.0,False,2017-11-28,,,India,South Asia,2017,Nov_2017.csv
Fr8,Chennai,Technology,Online Truck aggregator platform,IFMR Capital,Debt Funding,1500000.0,False,2017-11-28,,,India,South Asia,2017,Nov_2017.csv
Chumbak,Bangalore,Lifestyle,Designer-led consumer products,Gaja Capital,Private Equity,13000000.0,False,2017-11-28,,,India,South Asia,2017,Nov_2017.csv
Strata Enviro,Mumbai,Technology,IoT based air pollution controller,Scale Minds,Private Equity,,False,2017-12-01,,,India,South Asia,2017,Dec_2017.csv
Dunzo,Bangalore,Technology,Daily Task Management Mobile App,Google,Private Equity,12300000.0,False,2017-12-05,,,India,South Asia,2017,Dec_2017.csv
Tata Housing,Mumbai,Real Estate,Residential Project,Hines,Private Equity,23000000.0,False,2017-12-05,,,India,South Asia,2017,Dec_2017.csv
HandyTrain,Goa,Technology,Mobile Learning Management Platform,NB Ventures,Private Equity,1000000.0,False,2017-12-05,,,India,South Asia,2017,Dec_2017.csv
Mobycy,Gurgaon,Technology,Bicycle sharing Platform,Undisclosed Investors,Seed Funding,500000.0,False,2017-12-05,,,India,South Asia,2017,Dec_2017.csv
