Region,Baseline,Metric,P(SFTNN_better),P(SFTNN_worse),P(tie),n_paired_boot
East Asia,TabNet (baseline),Precision,0.999,0.001,8.673617379884035e-19,2000
East Asia,TabNet (baseline),Recall,0.123,0.7945,0.08250000000000002,2000
East Asia,TabNet (baseline),F1,0.8875,0.112,0.0005000000000000421,2000
East Asia,TabNet (baseline),ROC-AUC,0.8345,0.1655,-2.7755575615628914e-17,2000
East Asia,TabNet (baseline),PR-AUC,0.587,0.413,5.551115123125783e-17,2000
Europe,Standard MLP (baseline),Accuracy,0.876,0.104,0.020000000000000004,2000
Europe,Standard MLP (baseline),Precision,1.0,0.0,0.0,2000
Europe,Standard MLP (baseline),Recall,0.0,1.0,0.0,2000
Europe,Standard MLP (baseline),F1,0.0355,0.9645,0.0,2000
Europe,Standard MLP (baseline),ROC-AUC,0.3605,0.6395,0.0,2000
Europe,Standard MLP (baseline),PR-AUC,0.693,0.307,5.551115123125783e-17,2000
Europe,XGBoost (baseline),Accuracy,0.0575,0.9295,0.013000000000000012,2000
Europe,XGBoost (baseline),Precision,0.436,0.564,1.1102230246251565e-16,2000
Europe,XGBoost (baseline),Recall,0.003,0.996,0.0010000000000000009,2000
Europe,XGBoost (baseline),F1,0.0155,0.9845,0.0,2000
Europe,XGBoost (baseline),ROC-AUC,0.01,0.99,0.0,2000
Europe,XGBoost (baseline),PR-AUC,0.0025,0.9975,0.0,2000
Europe,TabNet (baseline),Accuracy,0.7415,0.2295,0.028999999999999942,2000
Europe,TabNet (baseline),Precision,1.0,0.0,0.0,2000
Europe,TabNet (baseline),Recall,0.0,1.0,0.0,2000
Europe,TabNet (baseline),F1,0.0245,0.9755,0.0,2000
Europe,TabNet (baseline),ROC-AUC,0.151,0.849,0.0,2000
Europe,TabNet (baseline),PR-AUC,0.0655,0.9345,0.0,2000
Latin America,Standard MLP (baseline),Accuracy,0.307,0.5615,0.13150000000000006,2000
Latin America,Standard MLP (baseline),Precision,0.5175,0.4555,0.027000000000000024,2000
Latin America,Standard MLP (baseline),Recall,0.0,0.8595,0.14049999999999996,2000
Latin America,Standard MLP (baseline),F1,0.199,0.775,0.025999999999999912,2000
Latin America,Standard MLP (baseline),ROC-AUC,0.0265,0.973,0.000500000000000056,2000
Latin America,Standard MLP (baseline),PR-AUC,0.03,0.97,0.0,2000
Latin America,XGBoost (baseline),Accuracy,0.139,0.7855,0.07550000000000001,2000
Latin America,XGBoost (baseline),Precision,0.187,0.7915,0.021499999999999964,2000
Latin America,XGBoost (baseline),Recall,0.186,0.6055,0.20850000000000002,2000
Latin America,XGBoost (baseline),F1,0.178,0.799,0.02300000000000002,2000
Latin America,XGBoost (baseline),ROC-AUC,0.006,0.994,0.0,2000
Latin America,XGBoost (baseline),PR-AUC,0.0015,0.9985,0.0,2000
Latin America,TabNet (baseline),Accuracy,0.0885,0.8565,0.05499999999999994,2000
Latin America,TabNet (baseline),Precision,0.042,0.952,0.006000000000000005,2000
Latin America,TabNet (baseline),Recall,0.606,0.178,0.21600000000000003,2000
Latin America,TabNet (baseline),F1,0.2555,0.735,0.009499999999999953,2000
Latin America,TabNet (baseline),ROC-AUC,0.1825,0.817,0.000500000000000056,2000
Latin America,TabNet (baseline),PR-AUC,0.1095,0.8905,0.0,2000
North America,Standard MLP (baseline),Accuracy,0.441,0.5215,0.03749999999999998,2000
North America,Standard MLP (baseline),Precision,0.859,0.141,2.7755575615628914e-17,2000
North America,Standard MLP (baseline),Recall,0.021,0.972,0.007000000000000006,2000
North America,Standard MLP (baseline),F1,0.255,0.745,0.0,2000
North America,Standard MLP (baseline),ROC-AUC,0.0985,0.9015,0.0,2000
North America,Standard MLP (baseline),PR-AUC,0.3775,0.6225,0.0,2000
North America,XGBoost (baseline),Accuracy,0.069,0.921,0.010000000000000009,2000
North America,XGBoost (baseline),Precision,0.0,1.0,0.0,2000
North America,XGBoost (baseline),Recall,1.0,0.0,0.0,2000
North America,XGBoost (baseline),F1,0.756,0.244,0.0,2000
North America,XGBoost (baseline),ROC-AUC,0.008,0.992,0.0,2000
North America,XGBoost (baseline),PR-AUC,0.005,0.995,0.0,2000
North America,TabNet (baseline),Accuracy,0.252,0.7235,0.024499999999999966,2000
North America,TabNet (baseline),Precision,0.003,0.997,0.0,2000
North America,TabNet (baseline),Recall,0.9995,0.0,0.0004999999999999449,2000
North America,TabNet (baseline),F1,0.68,0.32,-5.551115123125783e-17,2000
North America,TabNet (baseline),ROC-AUC,0.549,0.451,-5.551115123125783e-17,2000
North America,TabNet (baseline),PR-AUC,0.1445,0.8555,0.0,2000
South Asia,Standard MLP (baseline),Accuracy,0.5555,0.3295,0.11499999999999999,2000
South Asia,Standard MLP (baseline),Precision,0.937,0.0555,0.007499999999999944,2000
South Asia,Standard MLP (baseline),Recall,0.018,0.94,0.04200000000000004,2000
South Asia,Standard MLP (baseline),F1,0.2025,0.7955,0.0020000000000000018,2000
South Asia,Standard MLP (baseline),ROC-AUC,1.0,0.0,0.0,2000
South Asia,Standard MLP (baseline),PR-AUC,0.9995,0.0005,-5.5077470362263625e-17,2000
South Asia,XGBoost (baseline),Accuracy,0.011,0.9735,0.015499999999999958,2000
South Asia,XGBoost (baseline),Precision,0.115,0.879,0.006000000000000005,2000
South Asia,XGBoost (baseline),Recall,0.0,0.986,0.014000000000000012,2000
South Asia,XGBoost (baseline),F1,0.003,0.9955,0.0014999999999999458,2000
South Asia,XGBoost (baseline),ROC-AUC,0.4145,0.58,0.00550000000000006,2000
South Asia,XGBoost (baseline),PR-AUC,0.289,0.711,1.1102230246251565e-16,2000
South Asia,TabNet (baseline),Accuracy,0.257,0.651,0.09199999999999997,2000
South Asia,TabNet (baseline),Precision,0.4895,0.4905,0.019999999999999962,2000
South Asia,TabNet (baseline),Recall,0.0795,0.836,0.08450000000000002,2000
South Asia,TabNet (baseline),F1,0.171,0.817,0.01200000000000001,2000
South Asia,TabNet (baseline),ROC-AUC,0.9855,0.0145,-4.336808689942018e-17,2000
South Asia,TabNet (baseline),PR-AUC,0.976,0.024,2.0816681711721685e-17,2000
Southeast Asia,Standard MLP (baseline),Accuracy,0.003,0.987,0.010000000000000009,2000
Southeast Asia,Standard MLP (baseline),Precision,0.032,0.9615,0.00649999999999995,2000
Southeast Asia,Standard MLP (baseline),Recall,0.0,0.985,0.015000000000000013,2000
Southeast Asia,Standard MLP (baseline),F1,0.0015,0.997,0.0015000000000000568,2000
Southeast Asia,Standard MLP (baseline),ROC-AUC,0.4525,0.54,0.007499999999999951,2000
Southeast Asia,Standard MLP (baseline),PR-AUC,0.308,0.692,0.0,2000
Southeast Asia,XGBoost (baseline),Accuracy,0.028,0.9465,0.025499999999999967,2000
Southeast Asia,XGBoost (baseline),Precision,0.0265,0.9645,0.009000000000000008,2000
Southeast Asia,XGBoost (baseline),Recall,0.1795,0.609,0.21150000000000002,2000
Southeast Asia,XGBoost (baseline),F1,0.079,0.9115,0.009500000000000064,2000
Southeast Asia,XGBoost (baseline),ROC-AUC,0.251,0.7475,0.0014999999999999458,2000
Southeast Asia,XGBoost (baseline),PR-AUC,0.2075,0.7925,0.0,2000
Southeast Asia,TabNet (baseline),Accuracy,0.013,0.9665,0.020499999999999963,2000
Southeast Asia,TabNet (baseline),Precision,0.057,0.938,0.0050000000000000044,2000
Southeast Asia,TabNet (baseline),Recall,0.0,0.952,0.04800000000000004,2000
Southeast Asia,TabNet (baseline),F1,0.0045,0.991,0.0045000000000000595,2000
Southeast Asia,TabNet (baseline),ROC-AUC,0.2855,0.714,0.000500000000000056,2000
Southeast Asia,TabNet (baseline),PR-AUC,0.203,0.797,-1.1102230246251565e-16,2000
